MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
80,RL,17.880542565226317,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,3.9924581716553322,2.4403454337999985e+51,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,7.976943784486875,TA,TA,PConc,Gd,TA,No,GLQ,81.47088143106626,Unf,0.0,23.373031785287594,384.0,GasA,Gd,Y,SBrkr,6.895422334630554,799.1004224711621,0.0,8.951758207567744,0.0,0.0,2,1.0685785456566268,3,0.7509550520293038,TA,2.185434739020803,Typ,0.9032993982514254,TA,BuiltIn,7.767824986321908e+56,Fin,2.0,390.0,TA,TA,Y,16.913740673147476,13.280563795230389,0.0,0.0,0.0,0.0,6.832388552840167,6,2009,WD,Normal
120,RL,10.859827333946688,7296,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,3.9924581716553322,2.6008692837419268e+51,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,334.2617692345263,Unf,0.0,40.150970428566914,2208.0,GasA,Ex,Y,SBrkr,7.871658012037421,0.0,0.0,9.592409858227425,0.993262988983687,0.0,2,0.0,1,0.7509550520293038,Gd,2.31578940582546,Typ,0.9032993982514254,Gd,Attchd,8.334596539782245e+56,Fin,2.0,564.0,TA,TA,Y,40.93211466787643,11.742721197470193,0.0,0.0,0.0,0.0,0.0,11,2009,WD,Normal
120,RL,18.071671142288803,7380,Pave,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,3.9924581716553322,2.4795820715653163e+51,1998,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,93.16875920816365,Unf,0.0,97.46199465756668,1418.0,GasA,Ex,Y,SBrkr,7.332503113180909,0.0,0.0,8.812178767100573,0.993262988983687,0.0,2,0.0,2,0.7509550520293038,TA,1.8700913302730977,Typ,0.0,None,Attchd,7.906006931580624e+56,Fin,2.0,495.0,TA,TA,Y,38.847753753108556,10.096319755171255,0.0,0.0,0.0,0.0,0.0,7,2009,WD,Normal
120,RL,17.299459180269814,8013,Pave,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,3.9924581716553322,2.4209460563553538e+51,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,164.3216084093189,Unf,0.0,84.50647964961226,1587.0,GasA,Ex,Y,SBrkr,7.493622831879177,0.0,0.0,9.04321239527406,0.993262988983687,0.0,2,0.0,2,0.7509550520293038,Gd,2.0385288463122158,Typ,0.0,None,Attchd,7.699591356662499e+56,RFn,2.0,528.0,TA,TA,Y,17.85362225208953,10.950423504095891,0.0,0.0,0.0,0.0,0.0,9,2009,WD,Normal
80,RL,17.299459180269814,8923,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,3.9924581716553322,2.4795820715653163e+51,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,60.38421057623642,Unf,0.0,35.15156867028543,384.0,GasA,Gd,Y,SBrkr,6.650210143772468,751.1629773613511,0.0,8.715605429886038,0.0,0.0,2,1.0685785456566268,3,0.7509550520293038,TA,2.185434739020803,Typ,0.9032993982514254,TA,BuiltIn,7.906006931580624e+56,Fin,2.0,396.0,TA,TA,Y,51.103059587449266,0.0,0.0,0.0,0.0,0.0,0.0,2,2009,WD,Normal
60,RL,17.880542565226317,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,3.9924581716553322,2.4795820715653163e+51,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,118.93661077345278,Unf,0.0,60.06726138707653,952.0,GasA,Gd,Y,SBrkr,6.889092121356905,816.3306693036428,0.0,8.958854834517915,0.993262988983687,0.0,2,1.0685785456566268,3,0.7509550520293038,TA,2.185434739020803,Typ,0.9032993982514254,TA,Attchd,7.906006931580624e+56,Fin,2.0,440.0,TA,TA,Y,0.0,14.390223680964212,0.0,0.0,0.0,0.0,0.0,10,2009,WD,Normal
60,RL,20.489586915653494,8803,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,3.9924581716553322,2.4016912872533763e+51,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,140.86046853848165,Unf,0.0,24.368348879305813,707.0,GasA,Gd,Y,SBrkr,6.589419278622282,970.6455356475266,0.0,8.848768861285395,0.993262988983687,0.0,2,1.0685785456566268,3,0.7509550520293038,Gd,2.185434739020803,Typ,0.9032993982514254,TA,Attchd,7.6319233564580805e+56,Fin,2.0,409.0,TA,TA,Y,0.0,10.470819583472041,0.0,0.0,0.0,0.0,0.0,7,2009,WD,Normal
20,RL,17.49446679757112,7250,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,3.9924581716553322,2.382580120219422e+51,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,9.530665293051534,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,102.90837270906837,1181.0,GasA,Ex,Y,SBrkr,7.113975829407471,0.0,0.0,8.501692115555368,0.0,0.0,2,0.0,3,0.7509550520293038,Gd,2.0385288463122158,Typ,0.9032993982514254,TA,Attchd,7.564816576870671e+56,Unf,2.0,430.0,TA,TA,Y,0.0,6.7712393134885955,0.0,0.0,0.0,0.0,0.0,11,2009,WD,Normal
60,RL,22.340741470418788,11900,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,4.680717059976833,2.0955349691040035e+51,1977,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,17.641376263054987,TA,TA,PConc,Gd,TA,No,ALQ,104.72232636566838,Unf,0.0,76.9371768058103,1122.0,GasA,Ex,Y,SBrkr,6.882721977630025,1192.9275732719602,0.0,9.202168479360003,0.993262988983687,0.0,2,1.0685785456566268,3,0.7509550520293038,TA,2.0385288463122158,Typ,0.9032993982514254,TA,Attchd,6.563958718057543e+56,Unf,2.0,567.0,TA,TA,P,0.0,20.961022861957282,0.0,0.0,24.990368918546373,0.0,0.0,7,2009,WD,Normal
60,RL,21.754228002088695,13250,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRNn,Norm,1Fam,2Story,7,4.680717059976833,2.1124801668550033e+51,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.191292443525143,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,83.67633089432576,832.0,GasA,TA,Y,SBrkr,7.083010687936039,1078.5056637423938,0.0,9.28735006668046,0.0,0.0,2,1.0685785456566268,4,0.7509550520293038,Gd,2.31578940582546,Typ,0.9032993982514254,TA,Attchd,6.6226599688038865e+56,RFn,2.0,529.0,TA,TA,Y,42.385097551884705,21.890977545009875,0.0,0.0,0.0,0.0,0.0,5,2009,WD,Abnorml
20,RL,21.495515593319897,10928,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,4.680717059976833,2.1124801668550033e+51,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.273118032030915,TA,TA,PConc,TA,TA,No,LwQ,97.53657941238338,Unf,0.0,96.76598606855731,1427.0,GasA,TA,Y,SBrkr,7.456290525375886,0.0,0.0,8.989520203780787,0.0,0.0,2,0.0,3,0.7509550520293038,TA,2.185434739020803,Typ,0.9032993982514254,TA,Attchd,6.6226599688038865e+56,RFn,2.0,484.0,TA,TA,Y,50.58362690388339,11.521935874799524,0.0,0.0,0.0,0.0,0.0,8,2009,WD,Normal
60,RL,21.754228002088695,12388,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5.349544880760879,2.146756549726515e+51,1991,Gable,CompShg,Plywood,Plywood,BrkFace,21.069642498367777,TA,TA,CBlock,Gd,TA,No,ALQ,141.20320150914097,Unf,0.0,57.39374169755067,1043.0,GasA,TA,Y,SBrkr,7.373290615830459,1375.1965028181417,0.0,9.678592610598821,0.0,0.0,2,1.0685785456566268,4,0.7509550520293038,Gd,2.433014249065653,Typ,0.9032993982514254,TA,BuiltIn,6.741551120070186e+56,RFn,2.0,441.0,TA,TA,Y,40.34276934025898,14.390223680964212,0.0,0.0,0.0,0.0,0.0,8,2009,WD,Normal
20,RL,21.495515593319897,11088,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,3.9924581716553322,2.1124801668550033e+51,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,16.930698245065322,TA,TA,PConc,TA,TA,No,ALQ,178.80604700269768,Unf,0.0,46.30303039213463,1140.0,GasA,Gd,Y,SBrkr,7.477791832803165,0.0,0.0,9.02043203857264,0.0,0.0,2,0.0,3,0.7509550520293038,TA,2.185434739020803,Typ,0.9032993982514254,TA,Attchd,6.6226599688038865e+56,Fin,2.0,479.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2009,WD,Normal
60,FV,19.73935780035551,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,3.9924581716553322,2.5802760203337385e+51,2003,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,144.61352223704554,Unf,0.0,45.941201540770116,926.0,GasA,Ex,Y,SBrkr,6.9546516905270614,1043.7540553338374,0.0,9.163946282149139,0.993262988983687,0.0,2,1.0685785456566268,3,0.7509550520293038,Ex,2.185434739020803,Typ,0.9032993982514254,Ex,Attchd,8.261675221337722e+56,RFn,2.0,581.0,TA,TA,Y,0.0,9.023656128805996,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Normal
60,FV,18.740277441616502,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,RRNn,Norm,1Fam,2Story,8,3.9924581716553322,2.51940938229464e+51,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,96.44354967517462,1058.0,GasA,Ex,Y,SBrkr,6.995472282675808,979.3107960012478,0.0,9.156186407130301,0.0,0.0,2,1.0685785456566268,3,0.7509550520293038,Gd,2.185434739020803,Typ,0.9032993982514254,TA,Attchd,8.046505114949444e+56,Fin,2.0,588.0,TA,TA,Y,0.0,18.275985037667756,0.0,0.0,0.0,0.0,0.0,3,2009,WD,Normal
60,FV,18.740277441616502,8470,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,3.9924581716553322,2.55983565430044e+51,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,68.65640642938477,ALQ,9.332306828933206,59.6904964207482,972.0,GasA,Ex,Y,SBrkr,6.910040326096869,1007.7989114617897,0.0,9.106375820282992,0.0,0.0,2,1.0685785456566268,3,0.7509550520293038,Gd,2.185434739020803,Typ,0.9032993982514254,Gd,Attchd,8.189355988273433e+56,RFn,2.0,565.0,TA,TA,Y,46.994575314415606,10.71328991531381,0.0,0.0,0.0,0.0,0.0,10,2009,WD,Normal
20,RL,21.754228002088695,9373,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,1Story,5,5.349544880760879,2.062026056647107e+51,1975,Gable,CompShg,HdBoard,HdBoard,BrkFace,17.853189032255923,TA,TA,CBlock,Gd,TA,Av,ALQ,252.0557318789585,LwQ,8.118424932993545,26.14763020563906,1621.0,GasA,TA,Y,SBrkr,7.42564772887241,0.0,0.0,8.945521449302454,0.993262988983687,0.0,2,0.0,3,0.7509550520293038,TA,2.185434739020803,Typ,1.6881471699168629,Fa,Attchd,6.44802541300929e+56,RFn,2.0,478.0,TA,TA,Y,0.0,0.0,0.0,0.0,39.6777091006275,0.0,0.0,6,2009,WD,Normal
20,RL,21.15158271294811,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,4.680717059976833,2.0454605578052574e+51,1974,Hip,CompShg,Plywood,Plywood,BrkFace,19.589649034565866,TA,TA,CBlock,TA,TA,No,ALQ,187.50185056739664,Unf,0.0,38.636998976950416,1116.0,GasA,Ex,Y,SBrkr,7.0492615369723355,0.0,0.0,8.410373744203103,0.993262988983687,0.0,2,0.0,3,0.7509550520293038,TA,2.0385288463122158,Typ,0.9032993982514254,TA,Attchd,6.39078566318155e+56,RFn,2.0,528.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2009,WD,Normal
20,RL,22.340741470418788,11050,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,3.9924581716553322,2.062026056647107e+51,1975,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,146.98279690406758,Unf,0.0,64.75173088719924,1176.0,GasA,Fa,Y,SBrkr,7.116513916921937,0.0,0.0,8.505279446084263,0.0,0.0,2,0.0,3,0.7509550520293038,TA,1.8700913302730977,Typ,0.9032993982514254,TA,Attchd,6.44802541300929e+56,Unf,2.0,506.0,TA,TA,Y,14.944219556847887,0.0,0.0,0.0,0.0,0.0,0.0,8,2009,WD,Normal
20,RL,20.666011028343497,7830,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3.9924581716553322,1.9804377338274065e+51,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,102.85698468073703,1180.0,GasA,TA,Y,SBrkr,7.105469182419105,0.0,0.0,8.489672042615235,0.0,0.0,1,1.0685785456566268,2,0.7509550520293038,TA,2.0385288463122158,Typ,0.0,None,Attchd,6.166584217220537e+56,RFn,2.0,477.0,TA,TA,Y,0.0,10.347473657997192,0.0,0.0,0.0,0.0,0.0,3,2009,COD,Normal
20,RL,20.666011028343497,8510,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.349544880760879,1.996509307836043e+51,1971,Gable,CompShg,Plywood,Plywood,BrkFace,18.72117606574321,TA,TA,CBlock,Gd,TA,No,ALQ,123.29209278947185,Unf,0.0,64.96543679318528,1043.0,GasA,Ex,Y,SBrkr,6.987823071866725,0.0,0.0,8.323942260393785,0.993262988983687,0.0,1,1.0685785456566268,3,0.7509550520293038,TA,2.0385288463122158,Typ,0.0,None,Attchd,6.221928444570852e+56,Unf,1.0,336.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2009,WD,Normal
20,RL,17.880542565226317,7038,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4.680717059976833,1.9804377338274065e+51,1970,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,161.88823563758285,Unf,0.0,28.48381294361681,864.0,GasA,TA,Y,SBrkr,6.791378773283359,0.0,0.0,8.049304102730726,0.993262988983687,0.0,1,0.0,3,0.7509550520293038,TA,1.8700913302730977,Typ,0.0,None,Detchd,8.117634166259818e+56,Unf,2.0,576.0,TA,TA,Y,44.93244655520639,0.0,0.0,0.0,0.0,0.0,0.0,9,2009,WD,Abnorml
20,RL,17.880542565226317,9000,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5.349544880760879,1.996509307836043e+51,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,71.99376477947011,Unf,0.0,70.56042587360035,864.0,GasA,Gd,Y,SBrkr,6.791378773283359,0.0,0.0,8.049304102730726,0.0,0.0,1,0.0,3,0.7509550520293038,TA,1.8700913302730977,Typ,0.0,None,Detchd,7.110419657650618e+56,Unf,2.0,576.0,TA,TA,Y,43.52760336016777,0.0,0.0,0.0,0.0,0.0,0.0,7,2009,WD,Normal
160,RM,8.950868860795948,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,3.9924581716553322,2.0290198508224804e+51,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,30.272726440128544,TA,TA,CBlock,TA,TA,No,BLQ,75.05729700616683,Unf,0.0,38.73920068525392,483.0,GasA,TA,Y,SBrkr,6.2060199515876455,595.7442774062604,0.0,8.236488235252377,0.993262988983687,0.0,1,1.0685785456566268,2,0.7509550520293038,TA,1.8700913302730977,Typ,0.0,None,Detchd,6.334025432013119e+56,Unf,1.0,264.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2009,WD,Normal
160,RM,8.950868860795948,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,4.680717059976833,2.0127030581163786e+51,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,28.016094117053008,TA,TA,CBlock,TA,TA,No,Rec,40.464622766079856,LwQ,9.494296729310241,20.19741650454978,483.0,GasA,TA,Y,SBrkr,6.2060199515876455,595.7442774062604,0.0,8.236488235252377,0.993262988983687,0.0,1,1.0685785456566268,2,0.7509550520293038,TA,1.8700913302730977,Typ,0.0,None,Detchd,6.277740942267426e+56,Unf,1.0,288.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2009,WD,Normal
160,RL,9.795104634695283,2308,Pave,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,3.9924581716553322,2.078717230696779e+51,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,86.05604028000276,Unf,0.0,61.70570643540964,804.0,GasA,TA,Y,SBrkr,6.718884861855185,890.299016229714,0.0,8.878912456601862,0.0,0.0,2,1.0685785456566268,3,0.7509550520293038,TA,2.185434739020803,Typ,0.9032993982514254,TA,Detchd,6.505748486787838e+56,RFn,2.0,440.0,TA,TA,Y,29.06579863704858,0.0,0.0,0.0,0.0,0.0,0.0,9,2009,WD,Normal
120,RL,9.795104634695283,2280,Pave,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,3.9924581716553322,2.062026056647107e+51,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,111.35298848623496,LwQ,11.553893420177127,0.0,1057.0,GasA,TA,Y,SBrkr,6.992610613146935,0.0,0.0,8.330668128525682,0.0,0.7097229221358835,2,0.0,2,0.7509550520293038,TA,1.672455069533555,Typ,0.9032993982514254,Fa,Attchd,6.44802541300929e+56,RFn,2.0,440.0,TA,TA,Y,0.0,7.811292818847348,0.0,0.0,0.0,0.0,0.0,8,2009,WD,Normal
160,RL,9.795104634695283,2349,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,3.9924581716553322,2.0955349691040035e+51,1977,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,102.60587746045913,Unf,0.0,59.31205307251315,855.0,GasA,TA,Y,SBrkr,6.780830969438663,714.3517996669858,0.0,8.79058471102887,0.0,0.0,2,1.0685785456566268,3,0.7509550520293038,TA,2.0385288463122158,Typ,0.9032993982514254,TA,Attchd,6.563958718057543e+56,Unf,2.0,440.0,TA,TA,Y,0.0,7.972366017735752,0.0,0.0,0.0,0.0,0.0,5,2009,WD,Normal
160,RL,9.795104634695283,2364,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,3.9924581716553322,2.1124801668550033e+51,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,88.92663085134417,Unf,0.0,60.66665626711487,804.0,GasA,TA,Y,SBrkr,6.718884861855185,890.299016229714,0.0,8.878912456601862,0.0,0.7097229221358835,2,1.0685785456566268,3,0.7509550520293038,TA,2.185434739020803,Typ,0.9032993982514254,TA,Detchd,6.6226599688038865e+56,Unf,2.0,440.0,TA,TA,Y,29.06579863704858,0.0,0.0,0.0,0.0,0.0,0.0,7,2009,WD,Normal
160,RL,9.795104634695283,2364,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,3.9924581716553322,2.1124801668550033e+51,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,Gd,TA,CBlock,Gd,TA,No,ALQ,80.41538691889926,Unf,0.0,67.28442377751448,855.0,GasA,TA,Y,SBrkr,6.780830969438663,714.3517996669858,0.0,8.79058471102887,0.0,0.0,2,1.0685785456566268,3,0.7509550520293038,TA,2.0385288463122158,Typ,0.9032993982514254,TA,Attchd,6.6226599688038865e+56,Fin,2.0,440.0,TA,TA,Y,35.59746306882867,0.0,0.0,0.0,0.0,0.0,0.0,4,2009,WD,Normal
120,RL,9.795104634695283,2104,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,7,4.680717059976833,2.078717230696779e+51,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,129.71920694882363,Unf,0.0,45.577376090627084,836.0,GasA,TA,Y,SBrkr,6.7581948281256565,0.0,0.0,8.003168835538862,0.0,0.7097229221358835,1,0.0,2,0.7509550520293038,TA,1.8700913302730977,Typ,0.0,None,Attchd,6.505748486787838e+56,Unf,1.0,345.0,TA,TA,Y,36.07172693854089,6.583412400957801,0.0,0.0,0.0,0.0,0.0,10,2009,WD,Normal
20,RL,20.666011028343497,10710,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.349544880760879,1.9173560749034242e+51,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,18.06199497229036,Gd,TA,PConc,TA,TA,No,BLQ,148.3302180130656,Unf,0.0,37.81253811762176,864.0,GasA,Ex,Y,SBrkr,7.052867650098595,0.0,0.0,8.41545480825146,0.0,0.7097229221358835,1,0.0,3,0.7509550520293038,TA,1.8700913302730977,Typ,0.9032993982514254,TA,Attchd,5.949816535076633e+56,RFn,2.0,656.0,TA,TA,Y,0.0,20.108951891325024,0.0,0.0,0.0,0.0,7.9317178070855,7,2009,WD,Normal
60,RL,26.301161284937002,14257,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Norm,1Fam,2Story,9,3.9924581716553322,2.663577158603061e+51,2007,Hip,CompShg,VinylSd,VinylSd,Stone,35.68583620424287,Ex,TA,PConc,Ex,TA,No,GLQ,255.76124718670218,Unf,0.0,55.42933030528984,1776.0,GasA,Ex,Y,SBrkr,7.527939453859179,1180.473390204347,0.0,9.732621637508498,0.993262988983687,0.0,3,1.0685785456566268,4,0.7509550520293038,Ex,2.539562810013391,Typ,2.40477767670469,Gd,BuiltIn,8.557020265307174e+56,Fin,3.0,754.0,TA,TA,Y,33.66382140958981,12.48442350924986,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Normal
60,RL,23.974102382030548,12350,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,3.9924581716553322,2.7061666342845255e+51,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,202.36592558866317,Unf,0.0,52.42877485532173,1365.0,GasA,Ex,Y,SBrkr,7.25229958695248,1614.7635243413777,0.0,9.688004039810414,0.993262988983687,0.0,2,1.0685785456566268,3,0.7509550520293038,Ex,2.31578940582546,Typ,0.9032993982514254,Gd,Attchd,8.708400422335977e+56,RFn,3.0,864.0,TA,TA,Y,0.0,22.172906433811473,0.0,0.0,0.0,0.0,0.0,7,2009,New,Partial
20,RL,23.974102382030548,12350,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,3.9924581716553322,2.6847927465774808e+51,2008,Hip,CompShg,VinylSd,VinylSd,Stone,28.75463414844423,Ex,TA,PConc,Ex,TA,Av,GLQ,238.0060192385402,Unf,0.0,81.02837061365369,2020.0,GasA,Ex,Y,SBrkr,7.647651034241497,0.0,0.0,9.26576782290983,0.993262988983687,0.0,2,0.0,3,0.7509550520293038,Ex,2.185434739020803,Typ,0.9032993982514254,Gd,Attchd,8.632397356358682e+56,RFn,3.0,896.0,TA,TA,Y,42.385097551884705,15.581673016471523,0.0,0.0,0.0,0.0,0.0,5,2009,WD,Normal
20,RL,25.54037662723499,13693,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosA,PosA,1Fam,1Story,10,3.9924581716553322,2.663577158603061e+51,2007,Hip,CompShg,VinylSd,VinylSd,Stone,29.3851758731533,Ex,TA,PConc,Ex,TA,Gd,GLQ,373.3609610224019,Unf,0.0,49.30285090368634,2630.0,GasA,Ex,Y,SBrkr,7.93073619285941,0.0,0.0,9.67914779527287,1.9774609509109007,0.0,2,1.0685785456566268,2,0.7509550520293038,Ex,2.31578940582546,Typ,1.6881471699168629,Gd,Attchd,8.557020265307174e+56,Fin,3.0,762.0,TA,TA,Y,63.7159394184671,10.950423504095891,0.0,0.0,0.0,0.0,0.0,3,2009,WD,Normal
20,RL,23.974102382030548,11578,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,3.9924581716553322,2.6847927465774808e+51,2008,Gable,CompShg,VinylSd,VinylSd,Stone,23.954793289164638,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,129.10402585758646,1736.0,GasA,Ex,Y,SBrkr,7.494785692259443,0.0,0.0,9.044886406360508,0.0,0.0,2,0.0,3,0.7509550520293038,Ex,2.185434739020803,Typ,0.9032993982514254,Gd,Attchd,8.632397356358682e+56,RFn,3.0,834.0,TA,TA,Y,58.9282862690302,14.913027425881669,0.0,0.0,0.0,0.0,0.0,7,2009,WD,Normal
